transcripcion,efectiva,resultado_original,Tipo_Llamada
"Aló. Sí, con él. Información de qué, porfa. ¿Qué estás buscando? La verdad, no sé de qué me hablas. Yo no estoy buscando planes. ¿Tú utilizas WhatsApp? Sí, utilizo WhatsApp. A través de tu WhatsApp puedes visualizar o dejar un mensaje. Mira, yo te voy a ser sincero. Yo prácticamente para cuestiones así no me meto ni me acepto porque como decía... ¿Por qué motivo no se enviaste el mensaje? ¿Sabes por qué? Porque es que yo he sido víctima de muchos seguimientos, muchas persecuciones, entonces para curarme en salud solamente hago lo preciso. No me gusta cometerme mucho en las redes para editar muchos episodios que me han pasado. Vale, perfecto. Gracias por haber atendido la llamada.",0.0,Contactado,
"Hola, buenas tardes, me estoy comunicando con la señora María Teresa. Sí, de cortesión. Señora María, soy Luthor Rodríguez de Telefimicro, ¿qué tal está? ¿Bien? Bien, bien. Me alegro, señora María, me contacto contigo porque me cambió su mensaje a través de WhatsApp, solicitando más información para nuestros planes asistenciales. Me contacto con el Senado Procureto de Invertir información persimente, ¿oh, sí? ¿Algúnas planes qué? Plan asistencial. ¿Y sobre qué? ¿Y también? ¿A qué va a ser tiempo? Sobre el plan asistencial. Plan asistencial para movilidad, para carro, moto, qué vehículos tienes tú. Yo tengo un Ikea Rio. Los servicios que nosotros brindamos. Servicio de grúa, cambio de llanta, reinicio de baterías, ¿estás buscando esos servicios?",0.0,Contactado,Saliente
"Hola, si dejas tu nombre y el motivo de tu llamada revisaré si esta persona está disponible. Gracias Nicolás Tobar. Permanece en la línea. ¿La información fue clara? Sí, totalmente. Perfecto. El día de mañana, señora Claudia, tenemos en contacto nuevamente contigo con el que le dé saber cómo sigue ese estado de salud, ¿no no? Vale, y me conozco muchísimo. Gracias. Con todo el gusto. Ustedes tienen un buen día. Pronta recuperación. Que estés muy bien. Hasta luego. Gracias.",0.0,Contactado,Saliente
"Me gustaría ver si te acuerdas de un racista para ampliar tu información sobre los planes. Sí, de mascotas. De mascotas, dale, perfecto. En este caso me podrías confirmar si lo buscas para una para varios mascotas. Una. Una, ok, perfecto. ¿Me puedes confirmar qué año tiene tu mascota? Nueve meses. Nueve meses, ok, perfecto. ¿Me puedes confirmar qué res es tu mascota? Es pelín, es canino. Es comeráneo. Ok, perfecto. Mirá que comento. Nosotros manejamos un plan de racismo y la salud y bienes de las mascotas con esa herida y ese interés en total como puedes escuchar pues manejamos el tema de las asistencias porque estamos con la mayoría de los polis a su seguro se enfoca netamente en brindarte como tal una asesoría, una valoración al momento que tu mascota sea enferma pero con nosotros vas a encontrar como una asistencia en este caso que te va a brindar una solución al momento que tu la necesites por ejemplo una de esas asistencias tuyas o la más utilizada por nuestros clientes es el veterinario de homicidio el veterinario vas a tu casa, a veces te queda tu mascote, te den información ¿Me puedes confirmar en qué ciudad recibes actualmente, Catherine? Dile. Me puedes confirmar en qué ciudad recibes tú actualmente para validar nuestra cobertura. En Bogotá. Ok, perfecto. Bueno, pues te quiero comentar que en la ciudad de Bogotá contamos con una cobertura amplia, manejamos más de 200 veterinarias, a la que funcionan en este caso de manera de 24 horas a las 7 de la semana. Por ejemplo, nuestra orientación de la cobertura es de 24 horas a las 7 de la semana. la información en este caso de llamada telefónica con el veterinario funciona de manera unidad ideal para si que te puedas contactar en cualquier momento del día de la mañana, de la noche a veces los mascotas se enferman y es fundamental ayudarlos a la zona veterinaria, ¿cierto? no se si te ha pasado. ¿Si? Ok. Yo creo que tu vas a tener que aclarar que aquí en la terapia de la Pneumatología, ya te están encargando entre $600,000 y casi $100,000 pesos. Con nosotros no vas a pagar incluso ni ese valor mensual por aquí, esas diez asistencias y es netamente pues para sacar un valor en este caso actualmente el valor por este plano asistencial es de 70 mil pesos pero como te comento es prácticamente un ahorro mensual que tu vas a obtener porque la mayoría de las mascaras con ese termán tan seguido, cierto? y pues es algo muy costoso llevar a cada rato la mascota a la veterinaria como nosotros pues puedes utilizarlo en 5 eventos en este punto del año o utilizar la mayoría de asistencias como la videollamada con el veterinario que funciona de 5 eventos al año y también la orientación en este caso de enero de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina y Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión de Medicina de la Comisión y si no lo haces, el costo por una desparacitación es de 200 mil pesos, con nosotros la vas a obtener una vez al año, en cualquier momento que lo puedas obtener en el transcurso de los meses lo puedes hacer y nos vas a dar una prevención. no vas a tener que pagar ningún valor adicional, el valor mensual que vas a cancelar cada mes por obtener estos servicios. Ahora es que según la gente como te notiza, ya que actualmente estamos brindando beneficios a las primeras personas que se afilien en transcurso del día de hoy a mas tarde del día de mañana a mediodía. En este caso el valor normal es 70 mil pesos, si lo tomas el día de hoy o dejas los datos hoy mismo para afiliar a tu mascota mañana o incluso en el transcurso del día de hoy, se quedarían 4903 vale? Katherine escuchas? Hola, sigues ahí? Hola Katherine sigues ahí? Me escuchas?",1.0,Contactado,Saliente
"Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, ¿cómo estás? Hola, No estoy en agua, te lo dije. De acuerdo, ¿alguna razón? ¿No tiene especial? No, estoy haciendo otro curso en el Senado, no me queda tiempo. De acuerdo, listo, deja la observación y descubro el cómo día, un buen día. De la observación.",0.0,Sin Clasificar,Saliente
"¿Aló? ¿Aló? Muy buenas tardes, se me gusta contactarme con Alma Nurimontoya Sí, con ella Alma, me es un gusto te saludar y me gusta que ella se le tiene soluciones ¿Cómo estás? ¿De dónde me llamo? De se le tiene soluciones, me estoy comunicando contigo porque hace un fórmula letrada desde Facebook en el cual se busca información sobre nuestro plan premium Me gustaría validar si lo buscas, en este caso para nuestro plan de hogar, de movilidad, de mascotas o algún un especifico, cuéntame No, no, no, yo por ahora no Disculpe, no, no se si no me ha gustado, por ahora no... No, no, no, no, por ahora no Muchas gracias",0.0,Contactado,Saliente
"¿Aló? ¿Aló? ¿Aló? Muy buenos días, muy bien. ¿Con quién estamos? Con... Yol Rómez. ¿Con Yol Rómez? Sí, es correcto. ¿Se me gusta comentar con él? Sí, señor. ¿Con Yolanda Romero? Ah, muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien. Muy bien No, es que ahorita no he podido, no, es que ahorita me toca, me toca... Sí, no, toca la primera semana de abril. Ah, ok, entiendo. En ese caso es por factor económico, entiendo. Sí, la entiendo. Sí, sí, sí. Ok, en este caso, lo más importante es iniciar con el proceso de asiliación, en ese caso pues tienes un cupo asegurado, lo más importante es iniciar el proceso de asiliación lo más antes posible, ¿vale?, para que no te dejes cuenta de que te podamos aplicar. informas o me comunicas que la primera semana de abril puedas iniciar el proceso yo te puedo ampliar en este caso el tema de procesos de afiliación hasta más tardar la primera semana de abril pero ya ahí pues ya no es por ahí la cuarta semana de abril. Listo, no te hayan visto, por ahí está el 4. Listo, entonces me voy a comunicar contigo el 4 de abril o en la semana de abril para iniciar con el proceso. Listo. Bueno, sí señor. Vale, me voy a llamar por la tienda de leerla.",0.0,Contactado,Saliente
"Buen día. de salud, un plan como tal complementarístico. A ningún día ayer eran esto nada porque el celular lo tenía yo y no comentan eso en ningún servicio de salud. Ah, yo también se registro. Bueno, pero acá está el registro. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No, no. No,",0.0,Sin Clasificar,Saliente
"de cancelar esos 50.000 pesos al técnico para que proteja con la instalación de ese resort. Pues sí, si se toca para que quede ahí. Sí. Listo. Entonces, los puede cancelar por MESI al siguiente número o también pueden el... Bueno, pero me lo puede mandar por barca. Sabes que estoy justo en un taller y no puedo interrumpir mal la clase. Sí, por la. Me lo manda un laptop y ya. Gracias. Sí, gracias. Sí, me parece que me pude regalar un mensaje. ahora acepté la opción para yo poder continuar la comunicación. Bueno, ¿me lo mandas con mensaje texto? Sí, señora, en este momento ya le envié el mensaje. Me concluye el recién y yo que por. Hmm, que le importante me lo deja. Ya. Ok, entonces ya le envió la información por ese número. Me sigue, me llama. Con gusto, hasta luego.",0.0,Contactado,Saliente
"Hola, buenos días. Me comunico con la señora Marcela. Sí, con ella. Señora Marcela, me presento. Mi nombre es Paula Naranja y directamente el grupo se le cuida como espacio de 50, ¿bien? Bien, gracias. Me alegra muchísimo, señora Marcela. Hemos sido principal de Millanova, es porque usted es un registro mostrando interés en un plan seatón, mal en amor, que en este caso sería un plan, o más cosas. ¿Es correcto? ¿Lo recuerda? Ah, pero, ella, no se puede más, puede ser un plan de datos. ¿Sí? Bueno, señora, este registro muestra su interés para un plan, directamente para su mascota. Ah, bueno, por el momento no, por el momento no, porque estoy como sin trabajo en este momento, no. Pero más adelante, entonces, vuelvo y lo intento. Vale, perfecto, no hay ningún inconveniente, que estoy muy bien a salud.",0.0,Contactado,Saliente
"¿Ese es YouTube o acá? Hola, muy buenos días. Me comunicó con la General de UAC. ¿Me estáis hablando con otra? En que momento me podríais ver a comunicar con ellos, estamos comunicando directamente para abrir la información de la plana de la Instancia de Salud. Por ahí, ahorita. Vale, perfecto. Igualmente eres muy amable, que estés muy bien. Hasta luego. Hasta luego.",0.0,Contactado,Saliente
"Hola. Hola, buenos días. Me comunico con la señora Angélica. Sí. Señora Angélica, me presenta. Mi nombre es Paula. ¿Cómo está? ¿Cómo se encuentra el día de hoy? Bien. Me alegra mucho haberte escuchado. Señora Angélica, la estamos publicando directamente a la empresa. Se le tiene soluciones. El motivo en la que llamamos por siempre es un registro mostrándole intereses en las personas que nos dejamos. ¿Empresa de qué? Sí. ¿Le tiene soluciones? ¿De qué? Ah, no, ya no me interesa. Muchas gracias. Vale. Muchas gracias.",0.0,Rechazado,Saliente
"Este es el servicio de contestador para 3-1-3-4-6-9-4-2-1-6. Por favor deja tu mensaje después de escuchar el tono. Si necesitas volver a grabar, presiona la tecla numeral. estaremos de 10.6 con ILS 24.7. Por el momento nuevamente les recuerdo que hablo con Joanne Casas desde ILS y sin que escupa a Cundi. ILS un excelente tarde. Hasta luego.",0.0,Sin Clasificar,
"Aló. Aló, bienvenida, soy Mariela Salvedo. Señor. Mucho gusto hablar con usted, parmela, decirle que es una locura bien. Ayer poco nos dimis a la leyenda de información sobre nuestro plan premio. Nuestro plan premio, sí o no? Señor. Sí, es un plan premio a lo cual te dimis a las 11.46 y nos haces un poquito por lo ancho que te he encontrado aquí. Es decir, luego la quiero más información. Me dijeron que había traído, que estaba molestando el celular, porque yo no, porque yo estoy en tierra y cama, hijo. Vale, sobre todo, me amaría si me dejara allí a la secuación, que venga un día, hasta luego. Bien, gracias.",0.0,Contactado,Saliente
"Habla muy buenos días, mucho gusto de saludar a Jimmy Rusin que se le tiene soluciones. ¿Con quién tengo el gusto de comunicarme? Te comunico con Catalina. Catalina, me estoy comunicando contigo el día de hoy porque hace un reencontro en Facebook. Me gustan la información sobre nuestro Plan Asistencial para Mascotas. ¿Me confirmas qué mascota tienes para avaliar la información? Plan número.",0.0,Sin Clasificar,
Este es el servicio de contestador para 3-1-3-3-2-1-7-7-4-4. Por favor deja tu mensaje después de escuchar el tono. Si necesitas volver a grabar presiona la tecla numeral. y lo que pongamos es ver si hay un contacto a los que nos otorgó que tengan excelente,0.0,Sin Clasificar,Saliente
"Buenos días, bienvenida a la línea que le tiene soluciones, es la Nicolás Escobar, por que tengo el gusto de hablar. Buenas días, es el licenciado Piscina Agárra, ¿de dónde es? Buenas días, buenas días, es que la puedo asistir. Gracias, y para solicitar la presión de esta lista. ¿Es para usted la lluviana? Sí, sin miedo. ¿Me permite su documento? Es de el Ciclo de Semprar, inicia por favor. Sí, es 1030. Sí. Sí, 19, 042. Si señor. No, es mi escudo. Si, su malestar. Le doy el número de... sí señor indicame por favor tu nombre? Joana Ramírez React por favor 33 a este número no me lo te le pongo, nos podemos poner en contacto en casa de cualquier novedad sí señor indicas la dirección donde estás por favor? casa de 5260 606 casa, sí? sí señor número 47 dios sí Si señor Sur ¿Esta dirección le pertenece a una casa, conjunto, edificio? Es una casa ¿Algún piso en especial? No, no tiene ¿Qué barrio es este? La Coruña ¿La Coruña? Si señor ¿En la ciudad de Bogotá? Si señor, en Bogotá Díganme por favor, si no están normales ¿Qué sintas más que 80? Tengo un dolor bajito sobre la zona del útero ¿Tienes alguna presión de médico que vamos en el enredo? ¿Tienes alguna alergia, algún medicamento o alimento? como una idosina a noche. Listo, perfecto. Y en el contexto de estos datos, Embrace le comunicará a un profesional contigo que les indicará a nosotros cómo proceder, ¿de acuerdo? Bueno, gracias mi amable. Es mucho gusto, le deseo un buen día, que esté muy bien.",0.0,Rechazado,Entrante
"Hola, muy buenos días. Muy buenos días. Mucho gusto, te saludo a Jimi Rusin, que ese es el que tiene soluciones. ¿Cómo estás? Bien, gracias, a Dios. Ok, me alegro muchísimo que estés Miguel. Le estoy contestando contigo porque te habíamos dado información la semana pasada sobre nuestro plan asistencial para mascotas, y no nos dimos a quiénes respuestas. Me gustaría ver y hacer un cuento con dudas, preguntas e inquietudes sobre el valor o sobre el plan asistencial. Cuéntame. No, lo que pasa es que ya, o sea, si escribí eso porque yo era el alegrático que tenía. No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",0.0,Contactado,Saliente
"Sí, señor Carlos, el motivo de comunicación es porque quisiéramos saber cómo continúa en esta vez saludos ahí. Estoy incapacitado, en incapacidad de ayer y hoy, estoy por aquí tramitando unos exámenes que me enviaron. Pero apareció una mejoría, los síntomas persisten. No, sigo igual, pero pues depende de los exámenes, me saque no es. Bueno, en este caso sí, con las recomendaciones que le han hecho de pdc1 y una mejoría, él se puede comunicar con nosotros y la verificaríamos cómo proceder. Le recuerdo que estaríamos atentos y exponerle el 24-7 a su comunicación, ¿vale? Listo, claro, muchísimas gracias. Con todo el gusto, les de una pronta recuperación y un excelente día. Gracias, un lindo día también.",0.0,Contactado,Saliente
"¿Puedo sentirlo con Melanie Romero? ¿Con quien tengo el uso? No. Aló. Aló, ¿con quién tengo el uso? ¿Con Melanie con quién tengo el uso? Melanie, ¿cómo estás? Hablas con Diana Armando. Es acá de las posiciones de Compacundi. ¿Cómo estás, Diana? ¿Cuéntanos en qué te puedo ayudar? ¿Señora? ¿En qué te puedo ayudar? Que venga, estamos con una pañerita que... ¿Perdoname? Perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdoname, perdon 1-031-651-489 Dame un segundo por favor Diana te confirma el nombre completo de ella, ya es mi carroso rojas correcto? Si señora Indícame que edad tienes? A mi como eres, ah ya acabo de decir 19 años Me indicas por favor el número de teléfono de ella si te están hablando? O sea, porque si digo algo que te digo no pueden contestar lo que está... No, no, no, es que no es para que ella conteste en este momento sino para tener registro ¿Cómo se alumina el teléfono? Espérame a ver, médica. Tranquila. ¿Séñora, perdóname? ¿Ya admito que sufren algo? O sea, solo que se sienten ya nomás. ¿Se sale de que algún medicamento? No, no, no. Se le ha tomado un medicamento desde que empezó el ataque. acá los oficinal de contopundi calle 53 número 10 39 sexto piso ellas se encuentran en este momento en el sexto piso o tienen un lugar en donde la puedan atender? aquí tenemos el punto primero sozino indícame por favor en que piso esta ese punto para poderles indicar ahí tercer piso y ya igual estamos bajando a ella para acá porque está en la localidad de los ricos todos es un chapinero El número 1039 me dice que está en el tercer piso, ¿correcto? Sí señora, sí señora, ahí se dio corto con el número. Diana, ese es tu número, ¿en cuál tú me estás llamando? ¿en 320? Sí señora. Listo, entonces te voy a pedir entre 5 y 10 minutos, me voy a comunicar directamente con las personas que están en ese momento disponibles. Sí señora. Entre 5 y 10 minutos me estaría nada más te comunicando contigo para indicarte el tiempo de arribo del profesional y nombre del profesional. Listo. Vale, listo, sí señora, listo. Bueno Diana, que tengas un buen día. Gracias. Venga, venga.",0.0,Contactado,Entrante
"Muy buenas tardes, hola contrabanca, tu eres el que me soluciones, con quien tengo el gusto? Hola, mi nombre es Juan Pérez. Si, señor, ¿en qué le puedo colaborar? Por favor, donas, asistencia, veterinaria. Y dígame por favor el documento en titular. 1110-497-265. Ok, permítame un momento y te regreso con usted. Gracias. Agradezco, por su perdonación, ¿es una reza o no? Reina, reina, si tenes más. Tranquilo, dígame por favor, ¿cuáles son los síntomas que presentas más a tu vida? es que mi mamá acabo de comprar un veneno de ratón, de parás ratón, lo ofreció en un escumeo, la perra lo cogió entonces en ese momento no tiene síntomas loco ahí, ingerido entonces está así, la perra no lo está dando, vamos a pegarle el curo y todo pero en este momento, es la urgencia que yo tengo el veneno, así se quedó al comer ¿hace cuánto sucedió? hace 15 minutos, 5 a 10 minutos ¿hay alguna pesca en el tenenco quizás? No, de la tierra no ¿Albert ya hace pronto? Tampoco ¿Algún medicamento en específico que le hayan dado o que puede cambiarle en este momento? No ahorita no, solo le están dando botanera en crudo ¿A que botanera? A botanera en crudo, o sea, tocha o mica Ok, bueno en este caso lo recomendable sería la reintensión de terminales telefónicas ya que exista la posibilidad de que te hagan asistir a unas clínicas de terminales para arlemanejo, sin embargo, pues eso ya no lo informaré ¿Cómo se llama la mascota? Soy ¿Qué rata es? Es un gredo ¿Aproximadamente da cuánto pesa? Está pesando por unos 20 kilos ¿Y qué edad tiene Suey? 9 en hechos de este momento, ¿visto?",0.0,Contactado,Entrante
"Aló, muy buenos días, ¿Tenéis que contactarme con Evin Prada? Sí señor Evin, mucho gusto, ¿Cómo estás? Te saluda a Evin Rusin, ¿Qué se le tiene soluciones? ¿Cómo te encuentras el día de hoy? Sí, muy bien, ¿Y yo con quién hablo? Te saluda a Evin Rusin, ¿Qué se le tiene soluciones? Mira, me estoy contactando contigo porque haces un registro en Facebook, busca una información sobre el tan asistencial de movilidad que nosotros manejamos y nos gustaría validarte de informaciones correctas, Evin. No, señor, entonces yo no tengo ninguna información. Ok, entiendo. ¿Tú estás buscando un pedazo esencial para tu... ¿Tienes moto o tienes vehículo? No, no, señor. Yo quería saber dónde está la ubicación de la venta de las motos para yo... para yo ir personalmente. No, señor, nosotros no manejamos. Nosotros no somos un concesionario de motos. Somos una entidad que brinda planes asistenciales para motos y carros. Ah, todo es mequivoque de... no mire bien. Ok, perfecto. Vale, vale. Hola, ¿qué tal?",0.0,Contactado,Saliente
"Hola, buenas tardes. Buenas tardes. Por favor, conmigo. Sí, con quien hablo. Hablas con Margarita Diego, me comunico a ese lequínico Luis Gávez, ¿cómo está? Bien, sí señora. Qué bueno escuchar que este siguiente contacto, ya que tuvimos la oportunidad de brindarte información acerca de nuestra asistencia a nuestro plan manada, fue una asistencia para tu mascota. Y se grabaría contigo si pudiste revisar la información, de pronto si tienes alguna duda, alguna pregunta del servicio. No, no señora. ¿Señora? No, nada. Ok, pero tú no has escribido, pero el de las informaciones acerca de nuestra asistencia. Lo que pasa es que como yo tengo un niño casi de dos añitos y el niño pues yo me lo llevo para el trabajo y yo para entretenerlo, pues le presto el teléfono tal vez en eso, pues yo como el cojice, se mete por allá, yo le pongo los videos y el cojice se mete por allá, ¿cuál está ahí? ¿alta y eso? que le envió el mensaje. Vale, no te preocupes igual ya haré el observo que eres muy amable. Bueno, vale. Sí señora, hasta luego.",0.0,Contactado,Saliente
"Hola. Hola, buenas días. Hola, buenas días. Hablo con David. Sí. Hola, ¿cómo estás? Hablas con Dela, me hace un par de horitas, no sé si hemos comunicado para el médico a domicilio, si voy a validar contigo, si la profesional llegó al punto. Sí, señora, está totalmente acá. Sí, está perfecto, no te molesta más. Vale, gracias.",0.0,Contactado,Saliente
"Hola, buenas tardes. Hola, ¿cómo se me invita? Buenas tardes, ¿se me dice contactarme con Gloriana? No, espera, espera, espera. ¿Qué se me dice? Gloriana, es mucho gusto que saluda aquí en el recimpe, se le tiene por qué a tu registro en el cual estás buscando información sobre nuestros planes asistenciales, ¿es correcto? ¿De dónde? Se le tiene, te acaba de enviar un mensaje en el cual te comparto información de talidad sobre nuestros planes de salud, hogar, vehículos y mascotas. Ay ven en el momento que tiene una vista, para mañana si, porfa. Ok, bueno, si yo te comparto información.",0.0,Contactado,Saliente
"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",0.0,Sin Clasificar,Saliente
"Hola, buenos días, tengo el gusto de hablar con Heider. Sí, señora, con él. Heider, ¿cómo estás? Te saludan y con él le piden soluciones. Heider, me estoy comunicando contigo porque dejaste tu registro solicitando información sobre nuestro plan asistencial para mascotas, ¿correcto? Sí, señora. Heider, ¿en qué ciudad estás ubicado? En Nueva York. Listo, ¿qué mascota tienes? Estamos de... Y el alumnismo, el cachorrito, que no tiene 45 días. Y qué precio tenés el plan? y hasta en $41,900. Precio mensual, no tienes que pagar ningún copago, no tienes que hacer pagos adicionales, eso te cubre todos los servicios. Bien, hasta luego. Hasta luego, feliz día.",0.0,Contactado,Saliente
"Hola. Hola, buenos días. Conocí a Janice Leones. Sí, de parte. Mucho gusto. Mi nombre es Antón Lera, especialista de... ¿Cómo se encuentra el día de hoy? Bien, gracias, Dios. Me alegra mucho que se encuentre muy bien. Le comento rápidamente, senora Janice, me comunicó contigo porque anteriormente registraste tu interés en nuestros servicios en cuanto a un plan de salud para ti. ¿Es correcto? Ajá. Listo. Entonces, es para brindarte un poco más a fondo la información, ¿vale? Ah, bueno. Listo, te comento esto rápidamente. En qué consiste. Vas a poder contar con un plan de salud. Principalmente pensando en ti, en ahorrar costos e incluso también tiempo.",0.0,Contactado,Saliente
